cylinder,seek_distance,deadline,priority,size,type,importance_score
58,24,344,0,157,0,0.160366
144,86,192,2,72,0,0.617658
72,72,370,2,241,1,0.479549
104,32,231,2,241,1,0.497607
97,7,483,1,743,0,0.220518
170,73,398,0,890,0,0.262097
20,150,284,0,330,0,0.428065
6,14,256,1,468,1,0.34974
173,167,40,1,729,0,0.753767
64,109,363,2,741,0,0.576173
143,79,405,0,18,1,0.192622
119,24,243,1,317,0,0.342772
152,33,222,1,871,1,0.405659
131,21,175,2,633,1,0.510429
48,83,269,2,85,0,0.568089
100,52,254,0,455,0,0.24406
61,39,423,1,889,0,0.33796
79,18,489,0,474,0,0.065262
108,29,153,2,769,0,0.584383
14,94,58,0,863,0,0.489355
6,8,263,1,55,1,0.286577
139,133,443,2,759,0,0.601387
17,122,114,0,769,1,0.542322
180,163,314,1,674,0,0.578267
128,52,38,1,401,1,0.539156
161,33,484,0,170,1,0.082576
94,67,74,1,710,0,0.59137
140,46,128,1,487,0,0.488837
37,103,132,2,978,0,0.752455
126,89,193,0,172,0,0.354476
62,64,389,2,398,0,0.452568
154,92,59,0,458,0,0.434873
73,81,74,0,354,0,0.448569
155,82,30,2,998,0,0.768532
178,23,48,1,983,0,0.52842
1,177,234,1,375,0,0.63055
12,11,99,2,257,0,0.549731
71,59,49,1,905,0,0.593357
109,38,351,2,282,0,0.42893
173,64,303,1,70,0,0.371975
87,86,34,0,334,1,0.474915
170,83,284,2,1004,0,0.641448
145,25,187,2,954,1,0.566491
141,4,472,0,518,0,0.084699
181,40,357,2,965,0,0.535023
61,120,456,1,800,0,0.438408
133,72,334,1,999,1,0.433237
159,26,151,1,404,1,0.384791
193,34,213,2,624,0,0.524918
46,147,462,1,993,0,0.496704
157,111,365,1,343,1,0.484107
44,113,32,0,138,1,0.484577
192,148,109,2,961,0,0.818605
107,85,367,0,818,0,0.320424
175,68,218,2,397,0,0.575425
114,61,292,0,652,1,0.293814
15,99,232,0,514,1,0.383986
70,55,180,0,540,1,0.302414
121,51,176,0,998,1,0.39133
120,1,411,0,360,0,0.082008
110,10,230,1,262,0,0.337875
141,31,179,1,711,1,0.439447
115,26,462,2,875,1,0.4291
36,79,267,2,436,0,0.57845
15,21,359,0,893,1,0.235897
57,42,344,1,385,1,0.344304
27,30,136,0,260,0,0.268898
139,112,137,1,168,0,0.571612
195,56,258,1,941,1,0.455789
185,10,62,2,574,1,0.590245
113,72,162,0,704,0,0.40297
176,63,348,1,340,0,0.353924
131,45,111,2,739,1,0.611329
25,106,96,2,242,0,0.702561
117,92,473,0,925,1,0.266801
113,4,110,2,502,0,0.56818
110,3,305,0,535,1,0.138682
160,50,103,0,768,1,0.389628
197,37,449,0,386,0,0.129759
47,150,374,2,612,0,0.641512
3,44,360,1,353,0,0.355841
128,125,160,0,684,1,0.508948
22,106,319,1,383,1,0.476551
85,63,371,1,924,1,0.38034
186,101,319,2,240,0,0.539233
132,54,285,2,496,0,0.531545
187,55,269,0,908,1,0.326532
6,181,256,1,91,0,0.614494
141,135,291,0,691,0,0.44308
62,79,452,1,184,0,0.323844
14,48,123,1,507,0,0.487666
61,47,291,1,479,1,0.357366
186,125,409,0,703,0,0.338615
83,103,122,1,539,1,0.603376
183,100,57,0,734,1,0.532692
22,161,491,1,702,1,0.495709
131,109,391,1,443,0,0.436452
87,44,158,0,461,0,0.305651
59,28,36,2,851,1,0.67806
108,49,239,2,105,1,0.506362
122,14,354,2,375,1,0.366002
5,117,191,1,547,0,0.557509
130,125,363,2,1021,1,0.660622
60,70,370,2,246,0,0.441665
160,100,145,1,347,1,0.565566
35,125,234,1,676,0,0.556411
57,22,393,0,762,1,0.142728
194,137,178,0,369,0,0.469836
49,145,183,2,658,1,0.785047
26,23,325,2,955,1,0.503146
110,84,201,0,155,1,0.350112
125,15,248,1,130,0,0.306722
113,12,297,1,556,0,0.339536
80,33,13,1,885,1,0.563666
21,59,346,0,696,0,0.289476
57,36,324,2,136,1,0.4417
11,46,399,2,761,1,0.479363
170,159,83,1,387,0,0.680704
51,119,17,1,191,0,0.649925
132,81,480,2,399,0,0.439286
52,80,28,2,852,1,0.750242
124,72,373,0,810,1,0.257245
18,106,366,1,596,1,0.459854
18,0,189,2,433,0,0.465555
63,45,182,1,139,1,0.39385
51,12,34,1,354,0,0.47625
64,13,410,2,675,0,0.407555
55,9,167,0,262,1,0.235459
138,83,475,2,39,0,0.388094
86,52,327,2,141,0,0.481577
30,56,16,2,427,1,0.689644
184,154,449,1,713,1,0.518772
127,57,452,0,398,1,0.190013
80,47,375,2,482,1,0.430551
101,21,460,1,244,1,0.207596
65,36,386,1,169,1,0.256545
78,13,302,0,485,0,0.178143
14,64,69,1,920,1,0.583992
166,152,230,1,144,0,0.54711
76,90,118,1,212,1,0.545491
139,63,189,1,109,1,0.445112
10,129,396,2,780,0,0.629839
18,8,425,0,477,0,0.121872
73,55,191,0,325,0,0.356584
7,66,100,0,95,1,0.368271
193,186,429,1,359,1,0.515157
7,186,330,1,452,0,0.552571
111,104,24,1,627,0,0.61589
70,41,218,2,685,1,0.589098
41,29,310,2,534,0,0.471593
28,13,65,1,902,0,0.504797
59,31,256,2,993,1,0.591196
10,49,257,0,454,0,0.279392
114,104,403,0,247,1,0.275179
46,68,201,2,12,0,0.532388
3,43,88,1,40,0,0.427576
23,20,207,0,275,0,0.253494
179,156,103,1,485,0,0.697779
47,132,392,1,400,0,0.436244
115,68,248,0,990,1,0.348195
81,34,256,1,405,0,0.373976
98,17,304,0,376,0,0.185401
170,72,433,1,631,0,0.34869
143,27,85,1,501,0,0.461936
110,33,24,2,757,1,0.631484
40,70,453,0,358,0,0.195349
169,129,480,1,265,0,0.376642
4,165,422,0,682,1,0.373603
111,107,97,1,231,1,0.577088
123,12,67,1,334,1,0.427943
189,66,182,0,964,1,0.385306
32,157,425,2,662,1,0.614601
57,25,440,1,705,0,0.231261
2,55,457,0,689,1,0.198252
49,47,143,2,529,0,0.595179
185,136,126,2,124,1,0.724716
1,184,152,2,510,1,0.81138
157,156,432,0,744,1,0.329799
186,29,41,1,189,0,0.47739
22,164,283,2,536,1,0.748062
72,50,54,2,624,1,0.70272
179,107,402,0,778,0,0.300119
144,35,148,0,993,1,0.378755
13,131,303,2,366,1,0.639968
173,160,216,2,219,1,0.736301
160,13,152,0,419,0,0.281262
62,98,388,1,705,0,0.434529
82,20,347,2,524,0,0.46969
60,22,406,1,839,0,0.304674
103,43,351,1,104,0,0.293471
155,52,383,2,699,1,0.464561
133,22,361,0,640,1,0.200036
193,60,61,2,610,0,0.6698
19,174,381,0,373,0,0.446157
184,165,202,2,1001,0,0.813366
181,3,324,0,832,0,0.19623
76,105,38,0,333,0,0.499496
28,48,219,1,87,0,0.370629
45,17,172,1,603,0,0.374678
188,143,169,0,237,1,0.503572
1,187,216,0,651,0,0.559693
18,17,455,2,664,0,0.378476
14,4,351,1,576,0,0.264019
34,20,407,1,84,0,0.191558
157,123,292,1,398,1,0.484187
11,146,418,1,305,0,0.463922
192,181,370,0,259,0,0.406896
79,113,50,1,369,0,0.588942
106,27,328,0,466,1,0.218648
118,12,206,2,414,0,0.503558
162,44,248,1,320,1,0.385817
125,37,180,1,470,0,0.444899
12,113,42,2,532,1,0.757205
165,153,438,1,926,1,0.512676
17,148,117,0,297,0,0.491053
105,88,169,2,718,0,0.693626
173,68,317,2,314,0,0.539012
102,71,470,1,63,1,0.291793
83,19,137,2,1007,0,0.613545
65,18,405,0,953,0,0.187827
157,92,67,2,412,1,0.705928
130,27,434,0,405,1,0.104169
162,32,117,0,913,1,0.376307
181,19,57,0,12,1,0.295011
118,63,301,2,438,1,0.485521
71,47,488,2,252,1,0.366331
118,47,470,2,722,1,0.409142
71,47,188,0,41,0,0.290344
41,30,46,1,354,1,0.501223
68,27,44,0,403,1,0.332784
95,27,102,0,192,0,0.315256
45,50,313,0,700,1,0.252696
63,18,228,2,525,1,0.46558
113,50,432,1,130,1,0.252434
26,87,50,1,486,0,0.578381
21,5,365,1,240,1,0.237456
154,133,473,0,496,1,0.29692
166,12,354,0,601,1,0.164286
62,104,473,2,574,1,0.494723
27,35,470,1,594,0,0.273097
92,65,173,1,818,1,0.524612
34,58,483,2,28,0,0.345254
175,141,87,0,15,1,0.481458
13,162,412,1,25,1,0.486658
100,87,470,0,998,1,0.281998
76,24,393,0,161,0,0.130688
93,17,399,1,851,1,0.312764
151,58,178,2,205,0,0.589268
52,99,358,0,927,1,0.381336
182,130,234,1,278,0,0.529442
195,13,88,1,157,0,0.394879
86,109,267,2,833,0,0.66211
77,9,441,2,598,0,0.361705
47,30,242,2,300,0,0.462831
162,115,238,1,1016,0,0.591375
145,17,404,1,852,0,0.323026
89,56,484,1,430,0,0.297912
137,48,496,1,11,0,0.230148
73,64,445,2,7,1,0.344845
136,63,106,2,737,1,0.673265
164,28,123,1,939,0,0.474155
88,76,395,1,224,1,0.351825
133,45,396,1,216,0,0.298488
113,20,307,1,293,1,0.297791
14,99,340,1,332,1,0.412582
12,2,364,1,782,0,0.294102
52,40,88,2,577,0,0.598294
50,2,252,2,661,1,0.48163
37,13,302,0,455,1,0.149451
185,148,349,2,206,0,0.625337
121,64,110,2,978,1,0.692115
8,113,314,1,343,0,0.471577
180,172,212,1,349,1,0.635241
60,120,329,1,144,0,0.474747
197,137,128,0,338,0,0.460669
45,152,475,2,143,0,0.551537
16,29,193,0,898,1,0.327738
26,10,27,1,396,0,0.437918
77,51,149,1,77,0,0.432935
184,107,151,1,270,0,0.553488
110,74,177,2,773,0,0.638314
25,85,323,1,924,1,0.459987
63,38,27,1,846,0,0.555459
97,34,194,1,738,1,0.446373
108,11,84,0,175,0,0.274634
167,59,227,0,86,0,0.273798
9,158,171,2,33,0,0.72387
0,9,216,1,94,1,0.352706
144,144,198,2,660,0,0.76491
21,123,390,2,208,0,0.507759
136,115,447,1,251,1,0.343015
68,68,33,0,346,1,0.414944
77,9,190,2,983,1,0.555233
29,48,227,1,992,1,0.443232
154,125,202,2,917,0,0.736727
36,118,335,1,796,0,0.505191
1,35,353,1,116,1,0.273699
118,117,207,1,202,1,0.534417
30,88,295,0,830,1,0.367868
34,4,37,0,706,0,0.335866
43,9,89,1,549,1,0.444466
127,84,475,2,56,1,0.43644
150,23,286,0,605,0,0.221638
183,33,192,0,237,1,0.293584
196,13,488,0,203,0,0.022938
45,151,470,0,42,0,0.282116
43,2,33,2,346,0,0.603304
42,1,461,2,149,1,0.284043
37,5,86,2,968,0,0.547564
2,35,72,2,1014,0,0.693635
117,115,55,1,591,0,0.674512
2,115,320,0,553,0,0.343926
7,5,283,0,132,1,0.1627
79,72,146,0,598,0,0.393301
162,83,430,1,893,1,0.377637
97,65,106,0,479,1,0.37636
79,18,190,2,326,0,0.492002
36,43,282,1,605,1,0.369164
136,100,452,2,120,0,0.451853
64,72,270,2,427,1,0.562238
199,135,422,2,152,1,0.583587
28,171,442,1,46,0,0.460188
157,129,280,0,167,0,0.388718
136,21,340,1,819,0,0.323437
73,63,214,1,496,1,0.425423
78,5,368,2,567,0,0.370506
192,114,169,2,671,1,0.728868
146,46,396,2,107,0,0.397982
8,138,78,1,784,0,0.714359
110,102,38,0,562,0,0.530757
148,38,29,2,587,1,0.647567
75,73,184,2,500,0,0.607156
138,63,82,1,256,0,0.489182
125,13,307,2,293,0,0.431613
65,60,286,1,1018,0,0.480274
1,64,389,2,974,1,0.53545
7,6,149,0,151,1,0.24671
138,131,403,1,233,1,0.441715
155,17,416,2,119,1,0.39915
74,81,436,1,14,0,0.323132
95,21,408,0,65,1,0.090591
102,7,339,0,296,1,0.142321
176,74,46,1,675,1,0.601402
104,72,74,2,52,1,0.650206
114,10,465,2,648,1,0.37577
111,3,142,2,758,1,0.559986
26,85,478,0,925,1,0.23883
140,114,305,1,479,1,0.479677
181,41,289,0,402,1,0.237176
22,159,317,0,713,1,0.436473
14,8,182,1,987,1,0.409125
97,83,7,2,89,1,0.669185
152,55,123,1,695,0,0.511451
16,136,250,1,820,0,0.555283
148,132,120,1,862,0,0.65808
46,102,489,2,897,1,0.521919
36,10,238,1,492,1,0.344981
37,1,34,2,605,1,0.571415
105,68,202,0,212,1,0.34995
119,14,187,0,279,1,0.238285
92,27,337,0,453,1,0.196047
121,29,295,2,509,0,0.475944
161,40,216,2,956,1,0.563625
166,5,468,0,582,1,0.066926
145,21,317,0,661,0,0.245141
104,41,41,2,698,0,0.64745
43,61,169,0,170,1,0.333514
148,105,418,1,185,0,0.358684
134,14,350,1,114,1,0.276761
177,43,157,2,581,0,0.622434
142,35,144,1,597,1,0.492913
26,116,152,1,507,1,0.609022
113,87,289,0,163,1,0.334047
144,31,139,0,818,0,0.375847
199,55,220,2,555,0,0.57153
65,134,443,1,743,1,0.508859
172,107,302,1,786,1,0.52475
55,117,87,0,205,1,0.489246
75,20,291,1,127,0,0.272136
192,117,41,1,210,0,0.658417
32,160,269,1,598,0,0.615229
41,9,399,0,710,0,0.129384
167,126,188,1,116,1,0.521997
182,15,437,2,368,0,0.369813
20,162,450,2,245,1,0.598103
164,144,132,0,83,0,0.495554
117,47,159,2,212,0,0.545123
175,58,486,0,168,1,0.116872
99,76,111,2,439,1,0.669293
117,18,466,1,319,0,0.16591
46,71,223,1,979,1,0.520631
116,70,65,1,549,0,0.564675
83,33,469,1,52,1,0.199709
80,3,82,2,721,1,0.533915
55,25,309,1,39,1,0.310765
80,25,192,0,713,0,0.279305
33,47,489,1,655,0,0.267717
170,137,337,1,448,1,0.530452
80,90,402,0,368,1,0.268048
77,3,8,2,430,0,0.61718
195,118,183,1,699,1,0.610763
97,98,308,0,266,0,0.31154
140,43,185,1,532,1,0.44791
199,59,428,2,1014,0,0.489371
172,27,407,2,109,1,0.393652
70,102,241,2,851,1,0.684639
106,36,187,1,442,1,0.41136
164,58,44,0,341,1,0.402915
100,64,429,0,564,1,0.206005
55,45,99,0,82,1,0.319274
105,50,391,2,76,0,0.414351
5,100,309,1,377,1,0.439681
176,171,316,2,35,0,0.66393
118,58,310,1,469,0,0.382879
51,67,251,1,196,1,0.433282
95,44,77,1,379,0,0.503865
6,89,462,2,481,1,0.481042
157,151,314,2,288,1,0.647419
106,51,469,1,685,0,0.262486
0,106,157,0,924,0,0.44354
91,91,130,0,147,1,0.420427
14,77,55,1,137,1,0.555039
77,63,252,2,1009,1,0.620074
171,94,279,0,208,1,0.344187
130,41,302,2,1013,0,0.538351
96,34,343,1,852,1,0.356505
102,6,405,1,1016,0,0.296232
101,1,134,2,609,1,0.5425
19,82,36,2,197,1,0.6996
45,26,389,0,137,0,0.147128
163,118,349,0,202,0,0.338495
185,22,36,2,596,1,0.626076
29,156,317,1,79,0,0.488471
182,153,138,2,818,0,0.778936
6,176,396,1,626,1,0.592351
103,97,225,0,750,1,0.373075
165,62,153,1,431,0,0.458133
43,122,244,0,1012,0,0.462421
189,146,225,0,295,1,0.450734
196,7,310,2,703,0,0.451999
84,112,364,0,890,1,0.331938
178,94,160,1,38,0,0.515569
15,163,217,2,840,0,0.803007
104,89,85,2,856,0,0.71779
58,46,482,2,341,1,0.364333
125,67,484,1,932,0,0.361386
50,75,103,2,394,0,0.642205
87,37,62,1,678,1,0.489774
146,59,158,1,344,1,0.487741
41,105,7,1,990,1,0.716356
168,127,243,2,43,0,0.633296
136,32,273,2,853,1,0.501934
50,86,259,0,976,0,0.426883
133,83,80,1,601,0,0.606757
63,70,465,1,707,1,0.361073
109,46,332,0,103,1,0.178909
122,13,448,0,46,0,0.100094
162,40,330,0,671,0,0.217951
69,93,161,1,797,1,0.537577
90,21,253,0,613,0,0.223134
88,2,22,1,708,1,0.520492
172,84,171,0,6,0,0.348666
168,4,436,0,889,0,0.139799
43,125,346,0,411,0,0.344656
21,22,155,0,383,0,0.278423
192,171,298,1,650,0,0.602664
33,159,79,2,880,1,0.836836
41,8,142,2,593,0,0.58222
23,18,178,0,936,1,0.336817
32,9,61,1,571,1,0.471259
12,20,262,1,618,0,0.348954
120,108,70,1,93,0,0.560297
101,19,279,2,904,1,0.481857
18,83,287,0,596,1,0.320433
130,112,184,1,143,0,0.52917
33,97,229,1,147,1,0.495701
107,74,186,0,403,1,0.383832
145,38,339,1,245,1,0.311238
85,60,269,1,573,1,0.404658
61,24,27,1,893,1,0.578203
179,118,397,1,584,0,0.434975
160,19,485,2,153,1,0.341552
168,8,196,0,204,0,0.225459
31,137,280,1,70,0,0.45809
54,23,331,0,743,1,0.224265
77,23,109,2,646,0,0.575592
33,44,342,1,854,1,0.361634
77,44,105,0,815,0,0.391049
49,28,53,0,667,1,0.363677
96,47,438,0,403,1,0.166953
141,45,381,1,394,1,0.293088
82,59,46,0,944,0,0.501743
144,62,42,2,732,0,0.700621
77,67,58,2,149,0,0.654318
98,21,447,1,582,0,0.258353
65,33,391,0,291,0,0.155707
16,49,491,2,806,1,0.44171
3,13,473,1,422,0,0.188118
36,33,405,2,83,1,0.361051
123,87,223,2,202,0,0.619548
19,104,414,0,780,0,0.298288
94,75,52,1,255,1,0.562545
26,68,81,1,481,0,0.574143
74,48,346,1,818,1,0.402356
54,20,6,2,512,1,0.611973
42,12,139,1,453,1,0.393411
103,61,157,0,96,0,0.328059
178,75,474,1,10,0,0.284336
130,48,69,0,649,1,0.414038
47,83,451,1,212,0,0.331456
169,122,383,0,165,0,0.292836
184,15,440,2,934,0,0.396536
151,33,391,0,940,0,0.204743
43,108,6,1,779,1,0.671579
33,10,40,0,921,0,0.390746
194,161,470,2,801,1,0.591336
177,17,202,0,327,1,0.230099
83,94,343,1,502,0,0.433736
91,8,463,2,227,1,0.314639
106,15,29,0,462,1,0.34295
177,71,161,1,21,0,0.492716
59,118,360,0,770,0,0.335512
135,76,280,1,576,0,0.463253
187,52,460,1,595,0,0.28369
59,128,246,0,895,0,0.434964
56,3,175,2,833,0,0.551362
26,30,160,2,56,1,0.544221
146,120,341,2,947,0,0.661694
54,92,124,2,158,1,0.685244
4,50,169,1,787,0,0.514701
100,96,210,0,887,1,0.43037
111,11,329,1,831,0,0.312125
3,108,14,0,853,0,0.525343
148,145,265,0,984,1,0.462285
111,37,239,2,948,0,0.582702
94,17,68,2,807,1,0.650391
68,26,173,0,817,0,0.32143
128,60,8,1,312,1,0.541276
150,22,499,0,180,0,0.034945
153,3,383,1,819,1,0.279318
77,76,404,0,919,0,0.298543
100,23,114,1,697,1,0.461304
50,50,220,2,120,0,0.512362
43,7,207,0,930,0,0.312667
172,129,51,1,238,0,0.642376
79,93,447,2,434,0,0.472436
54,25,34,2,72,0,0.580566
146,92,423,2,901,1,0.546239
139,7,85,1,166,1,0.387326
54,85,320,1,401,1,0.355595
34,20,499,0,777,0,0.122872
126,92,142,1,639,1,0.567927
183,57,135,0,205,0,0.331409
29,154,66,2,909,0,0.873496
47,18,494,2,472,0,0.324496
186,139,93,2,956,0,0.837416
146,40,389,0,510,1,0.184985
120,26,474,0,527,0,0.13626
67,53,363,1,632,0,0.338156
93,26,317,1,360,0,0.288008
37,56,54,1,943,0,0.611374
162,125,209,1,799,0,0.581812
100,62,325,0,687,1,0.320176
159,59,472,2,104,0,0.39229
175,16,158,1,947,1,0.436443
19,156,268,2,859,1,0.772592
172,153,7,2,253,0,0.841745
61,111,204,2,748,0,0.699647
65,4,299,2,843,1,0.426329
91,26,67,1,170,0,0.450534
59,32,441,2,704,0,0.423042
68,9,46,0,124,1,0.303175
138,70,381,2,817,0,0.531782
63,75,336,1,481,0,0.42607
121,58,429,0,996,1,0.222466
70,51,32,0,636,1,0.430008
65,5,474,1,857,0,0.212303
28,37,45,1,381,1,0.47651
172,144,484,0,363,0,0.277948
23,149,480,1,399,0,0.433034
110,87,93,1,496,0,0.567867
52,58,298,1,630,0,0.428191
197,145,357,0,1000,1,0.406122
14,183,447,1,969,1,0.583283
85,71,103,0,649,1,0.409442
102,17,88,2,157,0,0.566851
197,95,303,0,862,1,0.345585
30,167,475,1,11,0,0.419186
166,136,289,2,738,0,0.675529
13,153,354,1,681,1,0.578729
58,45,430,2,206,0,0.386338
167,109,161,0,754,0,0.486726
75,92,202,2,490,0,0.649625
117,42,453,1,749,1,0.290312
78,39,113,1,95,0,0.46551
179,101,56,1,979,1,0.681622
18,161,32,1,390,1,0.706709
196,178,447,1,798,1,0.570106
46,150,367,1,39,1,0.480913
118,72,332,1,703,0,0.42969
52,66,167,2,576,0,0.649612
159,107,256,1,845,1,0.515638
140,19,250,2,563,0,0.511098
31,109,440,0,910,0,0.314234
49,18,486,2,716,1,0.389019
139,90,11,1,987,1,0.658172
100,39,306,1,457,1,0.379033
109,9,280,0,988,0,0.230784
73,36,317,1,640,1,0.354157
135,62,256,2,688,0,0.574778
185,50,482,1,379,0,0.298689
20,165,81,1,567,1,0.702023
138,118,111,1,715,0,0.630242
187,49,133,2,184,1,0.554661
44,143,349,0,873,0,0.399362
83,39,96,0,308,1,0.332372
113,30,144,1,903,1,0.519829
155,42,126,1,210,0,0.460554
137,18,132,0,775,0,0.325185
198,61,353,0,629,0,0.259502
111,87,93,0,152,0,0.395366
174,63,482,1,864,1,0.314019
103,71,55,2,201,1,0.636429
62,41,326,0,411,0,0.202217
134,72,16,1,30,1,0.522522
80,54,278,1,87,0,0.380143
131,51,17,1,569,1,0.581938
129,2,248,2,102,0,0.381318
14,115,112,0,533,0,0.515289
107,93,74,0,945,1,0.532979
2,105,146,0,205,0,0.396969
82,80,376,2,96,0,0.472203
131,49,149,2,77,1,0.556896
130,1,456,1,219,1,0.175953
20,110,433,1,581,1,0.396981
181,161,189,0,430,0,0.509325
147,34,227,0,846,1,0.32418
61,86,62,0,382,0,0.472994
89,28,6,1,814,1,0.553424
25,64,350,1,998,0,0.426952
72,47,412,0,920,1,0.240151
135,63,374,1,743,1,0.389422
176,41,320,0,205,0,0.194887
117,59,75,0,219,0,0.352667
56,61,329,1,850,1,0.400857
181,125,124,1,46,0,0.585329
108,73,446,0,753,0,0.205361
148,40,173,2,330,1,0.542635
141,7,28,0,348,0,0.340771
79,62,165,0,863,0,0.387975
4,75,211,0,775,0,0.398304
126,122,141,2,623,0,0.743553
178,52,64,0,973,0,0.461596
172,6,295,2,906,1,0.468389
171,1,147,2,1011,0,0.524151
69,102,426,2,978,0,0.570503
181,112,234,2,101,0,0.628597
2,179,295,2,475,1,0.727708
63,61,73,0,650,0,0.416272
125,62,84,1,18,0,0.434002
62,63,379,1,325,0,0.336187
5,57,74,0,566,0,0.383809
34,29,399,1,518,0,0.295098
187,153,483,1,820,1,0.452938
85,102,187,2,788,0,0.68982
33,52,9,1,862,1,0.607596
123,90,330,1,709,0,0.452211
74,49,467,0,95,1,0.115139
78,4,255,0,621,1,0.213396
189,111,235,1,427,0,0.518084
108,81,383,2,855,0,0.566447
15,93,7,2,238,0,0.723574
188,173,171,2,316,1,0.817107
0,188,126,0,256,1,0.584616
137,137,6,1,718,0,0.718956
20,117,309,2,140,1,0.609868
54,34,250,1,322,1,0.349951
197,143,107,0,140,0,0.479084
33,164,136,0,493,0,0.568855
194,161,462,0,197,1,0.31322
58,136,271,1,346,0,0.503768
76,18,20,2,216,1,0.583718
187,111,133,0,198,1,0.45187
148,39,172,0,765,1,0.350138
58,90,416,1,875,1,0.391096
147,89,176,1,682,0,0.560619
95,52,246,1,280,0,0.409176
19,76,352,0,732,0,0.27626
50,31,36,0,430,1,0.342161
47,3,493,0,333,1,0.074689
94,47,76,1,757,0,0.544473
177,83,475,1,687,1,0.341823
113,64,311,0,107,1,0.241222
33,80,212,2,381,1,0.593047
121,88,473,1,764,1,0.340095
104,17,320,0,374,1,0.170517
77,27,344,1,873,0,0.350676
48,29,459,1,590,1,0.261215
142,94,132,2,535,1,0.681479
111,31,376,1,660,1,0.319719
85,26,112,0,388,0,0.356876
39,46,79,2,962,1,0.674021
24,15,219,1,436,0,0.372691
43,19,460,1,12,0,0.16396
124,81,328,0,511,0,0.284091
9,115,227,1,93,0,0.497949
14,5,94,2,420,1,0.541937
198,184,214,0,20,0,0.498129
53,145,327,2,196,0,0.628747
22,31,38,1,127,1,0.473206
192,170,219,2,154,0,0.728562
83,109,430,2,358,0,0.512745
0,83,21,2,485,1,0.729516
83,83,457,0,378,1,0.204962
4,79,329,1,640,1,0.428404
60,56,448,2,146,0,0.366341
189,129,317,0,5,0,0.334181
158,31,100,1,150,0,0.428642
83,75,393,0,544,0,0.238305
67,16,59,0,625,0,0.340853
116,49,35,1,672,1,0.556048
125,9,115,2,373,1,0.515271
151,26,55,0,494,0,0.33027
108,43,129,0,228,0,0.326851
15,93,12,2,376,0,0.745944
172,157,171,1,31,0,0.586944
67,105,451,1,849,0,0.404163
163,96,257,2,300,1,0.627964
162,1,371,1,972,1,0.331636
43,119,493,2,687,0,0.548267
102,59,249,0,570,1,0.299686
150,48,187,2,987,0,0.618881
71,79,316,0,625,1,0.277723
158,87,115,1,975,0,0.567624
104,54,481,0,842,0,0.188422
183,79,107,0,410,0,0.441502
179,4,460,0,58,1,0.046126
192,13,298,2,270,1,0.422581
44,148,161,0,839,0,0.578945
147,103,345,2,731,1,0.603123
150,3,354,0,301,1,0.122527
89,61,232,2,177,0,0.533167
33,56,252,0,655,0,0.293273
58,25,408,1,204,1,0.20276
102,44,373,0,21,0,0.189649
172,70,12,1,524,0,0.575469
183,11,367,1,187,0,0.231142
183,0,306,2,433,1,0.412213
189,6,219,2,276,1,0.467469
19,170,304,1,766,0,0.624429
199,180,152,1,251,0,0.669184
110,89,449,2,82,0,0.427707
19,91,262,1,211,1,0.45794
25,6,106,1,869,0,0.457258
51,26,246,0,360,0,0.226133
50,1,189,2,246,0,0.483035
22,28,93,2,902,1,0.631979
76,54,249,0,691,0,0.320078
109,33,138,0,488,1,0.281298
62,47,264,0,637,0,0.313691
133,71,59,1,264,0,0.546148
143,10,144,0,156,0,0.259468
79,64,149,1,557,0,0.49222
15,64,257,2,401,1,0.530678
62,47,16,0,416,1,0.410287
122,60,85,1,610,0,0.523884
78,44,283,1,427,1,0.376111
116,38,188,0,829,0,0.336961
168,52,28,0,828,1,0.445037
157,11,472,0,98,1,0.057268
124,33,419,0,400,0,0.141947
19,105,96,1,398,1,0.589755
149,130,110,2,349,1,0.743103
66,83,72,1,242,0,0.529638
83,17,415,1,556,1,0.253173
139,56,19,2,96,0,0.656749
166,27,492,1,834,0,0.229773
142,24,367,1,538,1,0.311995
60,82,7,0,367,0,0.503849
89,29,311,1,636,1,0.37004
72,17,375,2,155,1,0.335253
92,20,104,1,957,1,0.478705
151,59,54,1,712,1,0.578505
192,41,204,2,763,0,0.541879
78,114,103,1,783,0,0.616684
65,13,100,2,609,1,0.583604
176,111,343,1,236,1,0.408691
30,146,350,2,369,0,0.638352
78,48,444,0,648,0,0.183977
190,112,73,0,698,0,0.541322
176,14,33,1,679,1,0.518062
161,15,378,1,640,0,0.267639
177,16,335,0,251,1,0.130025
47,130,173,2,648,1,0.760186
11,36,229,1,70,0,0.349795
171,160,240,1,949,1,0.64428
98,73,363,0,520,0,0.255284
50,48,404,1,109,0,0.273088
95,45,389,2,286,0,0.39564
165,70,268,1,824,0,0.463462
98,67,209,2,931,1,0.621267
125,27,196,2,657,0,0.532858
102,23,451,2,554,0,0.344084
96,6,194,2,296,1,0.47001
190,94,261,2,512,0,0.621925
185,5,263,0,625,1,0.190418
84,101,406,0,1019,0,0.336327
161,77,86,0,856,1,0.480783
144,17,24,1,436,1,0.491861
25,119,142,2,207,0,0.714182
169,144,10,1,214,0,0.709859
141,28,280,1,793,1,0.372804
171,30,486,2,54,1,0.319502
157,14,105,1,690,0,0.479558
186,29,60,1,978,0,0.501885
108,78,308,1,567,1,0.397814
12,96,481,1,144,1,0.312816
55,43,132,1,176,0,0.451001
29,26,45,2,341,0,0.590153
46,17,320,1,765,0,0.312936
114,68,486,2,686,0,0.444438
